"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TSQ","Townsquare Media, Inc.","11.15","$205.1M","2014","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tsq",
"TM","Toyota Motor Corp Ltd Ord","115.12","$192.14B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tm",
"TSLX","TPG Specialty Lending, Inc.","18.87","$1.13B","2014","n/a","n/a","http://www.nasdaq.com/symbol/tslx",
"TPIC","TPI Composites, Inc.","18.63","$628.52M","2016","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","4.95","$79.62M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","73.28","$9.62B","1994","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/tsco",
"TWMC","Trans World Entertainment Corp.","2.85","$102.93M","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","6.984","$51.57M","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TAC","TransAlta Corporation","5.95","$1.71B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tac",
"TAT","Transatlantic Petroleum Ltd","1.22","$57.61M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TRP","TransCanada Corporation","47.95","$41.42B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trp",
"TRNS","Transcat, Inc.","11.4","$79.93M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns",
"TCI","Transcontinental Realty Investors, Inc.","16.0156","$139.62M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tci",
"TDG","Transdigm Group Incorporated","225.16","$12.01B","2006","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/tdg",
"TRXC","TransEnterix, Inc.","1.42","$191.63M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc",
"TBIO","Transgenomic, Inc.","0.75","$18.59M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/tbio",
"TGA","Transglobe Energy Corp","1.72","$124.19M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tga",
"TLP","TransMontaigne Partners L.P.","44.83","$723.43M","2005","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tlp",
"RIG","Transocean Ltd.","13.97","$5.44B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rig",
"TGS","Transportadora De Gas Sa Ord B","11.1","$1.76B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tgs",
"TRU","TransUnion","32.68","$5.98B","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tru",
"TA","TravelCenters of America LLC","7.1","$275.85M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America LLC","25.69","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","25.69","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","25.98","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannz",
"TVPT","Travelport Worldwide Limited","14.3","$1.77B","2014","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/tvpt",
"TZOO","Travelzoo Inc.","9.05","$125.12M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo",
"TRR","TRC Companies, Inc.","10.65","$334.3M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/trr",
"TREC","Trecora Resources","12.4","$303.88M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/trec",
"TG","Tredegar Corporation","23.15","$762.13M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/tg",
"THS","Treehouse Foods, Inc.","76.37","$4.33B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ths",
"TRMR","Tremor Video, Inc.","2.41","$125.22M","2013","Technology","Advertising","http://www.nasdaq.com/symbol/trmr",
"TRVN","Trevena, Inc.","7.72","$430.78M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trvn",
"TREX","Trex Company, Inc.","68.55","$2.01B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/trex",
"TY","Tri Continental Corporation","22.68","$1.31B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ty",
"TY^","Tri Continental Corporation","49.05","n/a","n/a","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/ty^",
"TPH","TRI Pointe Group, Inc.","12.33","$1.97B","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tph",
"TCAP","Triangle Capital Corporation","19.32","$779.77M","2007","n/a","n/a","http://www.nasdaq.com/symbol/tcap",
"TCCA","Triangle Capital Corporation","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcca",
"TCCB","Triangle Capital Corporation","25.76","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tccb",
"TPLM","Triangle Petroleum Corporation","0.2704","$20.7M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"TRCO","Tribune Media Company","29.28","$2.56B","2014","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/trco",
"TCBK","TriCo Bancshares","37.13","$847.58M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbk",
"TRIL","Trillium Therapeutics Inc.","5.7","$44.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tril",
"TMQ","Trilogy Metals Inc.","0.5171","$54.55M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tmq",
"TRS","TriMas Corporation","22.2","$1.01B","2007","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","30.26","$7.58B","1990","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trmb",
"TSL","Trina Solar Limited","10.19","$943.42M","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsl",
"TNET","TriNet Group, Inc.","25.05","$1.72B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/tnet",
"TRIB","Trinity Biotech plc","6.61","$158.38M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TRN","Trinity Industries, Inc.","28.25","$4.3B","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/trn",
"TPHS","Trinity Place Holdings Inc.","8.13","$207.26M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/tphs",
"TSE","Trinseo S.A.","68.5","$3.06B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tse",
"TRT","Trio-Tech International","3.34","$11.73M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"TRIP","TripAdvisor, Inc.","52.61","$7.67B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/trip",
"TPVG","TriplePoint Venture Growth BDC Corp.","12.93","$206.33M","2014","n/a","n/a","http://www.nasdaq.com/symbol/tpvg",
"TPVZ","TriplePoint Venture Growth BDC Corp.","25.62","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tpvz",
"GTS","Triple-S Management Corporation","20","$485.45M","2007","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/gts",
"TSC","TriState Capital Holdings, Inc.","22.55","$639.14M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/tsc",
"TRTN","Triton International Limited","24.41","$815.18M","2016","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/trtn",
"TBK","Triumph Bancorp, Inc.","27.25","$493.35M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/tbk",
"TGI","Triumph Group, Inc.","28.9","$1.43B","1996","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tgi",
"TRVG","trivago N.V.","11.45","$2.69B","2016","n/a","n/a","http://www.nasdaq.com/symbol/trvg",
"TRNC","tronc, Inc.","14.08","$512.91M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/trnc",
"TROX","Tronox Limited","13.09","$1.52B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/trox",
"TROV","TrovaGene, Inc.","2.15","$65.82M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov",
"TROVU","TrovaGene, Inc.","7.295","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovu",
"TROVW","TrovaGene, Inc.","0.3","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovw",
"TBI","TrueBlue, Inc.","25","$1.06B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","13.23","$1.13B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/true",
"THST","Truett-Hurst, Inc.","2.37","$10.21M","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/thst",
"TRUP","Trupanion, Inc.","16.43","$480.64M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","8.35","$799.14M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","33.66","$2.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trmk",
"TNP","Tsakos Energy Navigation Ltd","4.69","$394.68M","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","25.2317","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^b",
"TNP^C","Tsakos Energy Navigation Ltd","25.548","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","24.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^d",
"TSRI","TSR, Inc.","5.75","$11.28M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TTMI","TTM Technologies, Inc.","15.15","$1.52B","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/ttmi",
"TCX","Tucows Inc.","48.2","$504.25M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","3.75","$169.08M","1999","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","9.08","$868.57M","2014","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/tour",
"TUP","Tupperware Brands Corporation","60.11","$3.04B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","7.5","$6.6B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tkc",
"TKF","Turkish Investment Fund, Inc. (The)","7.29","$32.53M","1989","n/a","n/a","http://www.nasdaq.com/symbol/tkf",
"TPB","Turning Point Brands, Inc.","13","$238.44M","2016","Consumer Non-Durables","Tobacco","http://www.nasdaq.com/symbol/tpb",
"TRQ","Turquoise Hill Resources Ltd.","3.56","$7.16B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trq",
"HEAR","Turtle Beach Corporation","1.28","$63.04M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hear",
"TPC","Tutor Perini Corporation","30.5","$1.5B","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","http://www.nasdaq.com/symbol/tpc",
"TUTI","Tuttle Tactical Management Multi-Strategy Income ETF","22.58","$20.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tuti",
"TUTT","Tuttle Tactical Management U.S. Core ETF","22.03","$59.48M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tutt",
"FOX","Twenty-First Century Fox, Inc.","31.09","$57.68B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/fox",
"FOXA","Twenty-First Century Fox, Inc.","31.4","$38.34B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/foxa",
"TWLO","Twilio Inc.","31.37","$2.73B","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twlo",
"TWIN","Twin Disc, Incorporated","17.4","$199.77M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/twin",
"TWTR","Twitter, Inc.","17.61","$12.59B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","8.76","$3.05B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/two",
"TRCB","Two River Bancorp","16.026","$127.59M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trcb",
"TYL","Tyler Technologies, Inc.","145.55","$5.33B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tyl",
"TSN","Tyson Foods, Inc.","65.39","$23.39B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsn",
"TSNU","Tyson Foods, Inc.","71.47","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsnu",
"USCR","U S Concrete, Inc.","66.15","$1.04B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","3.37","$117.87M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prts",
"USB","U.S. Bancorp","53.66","$91.2B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","895","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","23.6401","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","29.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^m",
"USB^N","U.S. Bancorp","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^n",
"USB^O","U.S. Bancorp","25.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^o",
"USEG","U.S. Energy Corp.","1.1","$6.75M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"HTM","U.S. Geothermal Inc.","4.5","$84.97M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"GROW","U.S. Global Investors, Inc.","1.85","$28.16M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/grow",
"USPH","U.S. Physical Therapy, Inc.","71.45","$894.69M","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/usph",
"UREE","U.S. Rare Earths, Inc.","0.2199","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uree",
"SLCA","U.S. Silica Holdings, Inc.","58.22","$4.64B","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/slca",
"UBNT","Ubiquiti Networks, Inc.","63.52","$5.22B","2011","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/ubnt",
"UBS","UBS AG","16.16","$59.9B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/ubs",
"UCP","UCP, Inc.","10.8","$85.44M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/ucp",
"UFPT","UFP Technologies, Inc.","23.8","$172.03M","1993","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/ufpt",
"UGI","UGI Corporation","47.33","$8.19B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ugi",
"ULTA","Ulta Beauty, Inc.","272.06","$16.93B","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","12.85","$423.05M","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/uctt",
"RARE","Ultragenyx Pharmaceutical Inc.","74.11","$3.03B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","5.5","$83.79M","1992","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"UGP","Ultrapar Participacoes S.A.","21.32","$11.86B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ugp",
"UTEK","Ultratech, Inc.","28.66","$770.05M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/utek",
"UMBF","UMB Financial Corporation","77.68","$3.85B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/umbf",
"UMH","UMH Properties, Inc.","14.87","$426.31M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/umh",
"UMH^A","UMH Properties, Inc.","25.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/umh^a",
"UMH^B","UMH Properties, Inc.","26.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/umh^b",
"UMPQ","Umpqua Holdings Corporation","18.42","$4.06B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/umpq",
"UA","Under Armour, Inc.","18.19","$7.97B","2016","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","20.7","$9.07B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/uaa",
"UNAM","Unico American Corporation","10.745","$57.03M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/unam",
"UFI","Unifi, Inc.","26.93","$485.98M","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","128.15","$2.6B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/unf",
"UN","Unilever NV","41.06","$124.2B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","41.37","$125.14B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ul",
"UNIS","Unilife Corporation","2.32","$40.33M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
